"Event Date","Serial Killer Name","Serial Killer Profile URL","Event Type","Year of Event"
"05/26/1930","Charles E. Terry","https://skdb.fandom.com/wiki/Charles_E._Terry","Birth","1930"
"05/26/1939","Harold Bell","https://skdb.fandom.com/wiki/Harold_Bell","Birth","1939"
"05/26/1954","Danny Rolling","https://skdb.fandom.com/wiki/Danny_Rolling","Birth","1954"
"05/26/1962","Anthony Joyner","https://skdb.fandom.com/wiki/Anthony_Joyner","Birth","1962"
"05/26/1970","Andrei Yurkin","https://skdb.fandom.com/wiki/Andrei_Yurkin","Birth","1970"
"05/26/1971","Susan Ibrahim","https://skdb.fandom.com/wiki/Susan_Ibrahim","Birth","1971"
"05/27/1850","Thomas Neill Cream","https://skdb.fandom.com/wiki/Thomas_Neill_Cream","Birth","1850"
"05/27/1952","Robert Lee Yates","https://skdb.fandom.com/wiki/Robert_Lee_Yates","Birth","1952"
"05/27/1958","Wayne Williams","https://skdb.fandom.com/wiki/Wayne_Williams","Birth","1958"
"05/28/1914","Thomas Henry McMonigle","https://skdb.fandom.com/wiki/Thomas_Henry_McMonigle","Birth","1914"
"05/28/1946","Gary Don Franklin","https://skdb.fandom.com/wiki/Gary_Don_Franklin","Birth","1946"
"05/28/1948","Paul Eugene Rowles","https://skdb.fandom.com/wiki/Paul_Eugene_Rowles","Birth","1948"
"05/29/1946","Bevan von Einem","https://skdb.fandom.com/wiki/Bevan_von_Einem","Birth","1946"
"05/29/1964","Somkid Pumpuang","https://skdb.fandom.com/wiki/Somkid_Pumpuang","Birth","1964"
"05/29/1967","Lorenzo Montoya","https://skdb.fandom.com/wiki/Lorenzo_Montoya","Birth","1967"
"05/29/1978","Marcos Antunes Trigueiro","https://skdb.fandom.com/wiki/Marcos_Antunes_Trigueiro","Birth","1978"
"05/30/1938","Märt Ringmaa","https://skdb.fandom.com/wiki/M%C3%A4rt_Ringmaa","Birth","1938"
"05/30/1953","John Paul Phillips","https://skdb.fandom.com/wiki/John_Paul_Phillips","Birth","1953"
"05/30/1958","John Edward Brewer","https://skdb.fandom.com/wiki/John_Edward_Brewer","Birth","1958"
"05/30/1985","DeAngelo Martin","https://skdb.fandom.com/wiki/DeAngelo_Martin","Birth","1985"
"05/31/1951","Anthony Hardy","https://skdb.fandom.com/wiki/Anthony_Hardy","Birth","1951"
"05/31/1952","Martin Lee Sanders","https://skdb.fandom.com/wiki/Martin_Lee_Sanders","Birth","1952"
"05/31/1958","Ian McLoughlin","https://skdb.fandom.com/wiki/Ian_McLoughlin","Birth","1958"
"05/01/1942","Major Lisenba","https://skdb.fandom.com/wiki/Major_Lisenba","Death","1942"
"05/02/1997","Walter Hill","https://skdb.fandom.com/wiki/Walter_Hill","Death","1997"
"05/02/2000","Bas-Congo Throatcutter","https://skdb.fandom.com/wiki/Bas-Congo_Throatcutter","Death","2000"
"05/03/2012","Joseph Kondro","https://skdb.fandom.com/wiki/Joseph_Kondro","Death","2012"
"05/04/1826","Thomas Jeffries","https://skdb.fandom.com/wiki/Thomas_Jeffries","Death","1826"
"05/04/1910","Louis Philippe","https://skdb.fandom.com/wiki/Louis_Philippe","Birth","1910"
"05/04/2016","He Tiandai","https://skdb.fandom.com/wiki/He_Tiandai","Death","2016"
"05/05/2002","Dmitry Medvedev","https://skdb.fandom.com/wiki/Dmitry_Medvedev","Death","2002"
"05/05/2015","Clarence Victor","https://skdb.fandom.com/wiki/Clarence_Victor","Death","2015"
"05/05/2016","Marie Noe","https://skdb.fandom.com/wiki/Marie_Noe","Death","2016"
"05/06/1929","Dagmar Overbye","https://skdb.fandom.com/wiki/Dagmar_Overbye","Death","1929"
"05/06/1989","Adolfo Constanzo","https://skdb.fandom.com/wiki/Adolfo_Constanzo","Death","1989"
"05/06/2005","Earl Richmond","https://skdb.fandom.com/wiki/Earl_Richmond","Death","2005"
"05/06/2022","Abdelaâli Hadi","https://skdb.fandom.com/wiki/Abdela%C3%A2li_Hadi","Death","2022"
"05/07/1896","H. H. Holmes","https://skdb.fandom.com/wiki/H._H._Holmes","Death","1896"
"05/07/2013","Lois Jurgens","https://skdb.fandom.com/wiki/Lois_Jurgens","Death","2013"
"05/08/1922","J. Frank Hickey","https://skdb.fandom.com/wiki/J._Frank_Hickey","Death","1922"
"05/08/1985","Majid Salek Mahmoudi","https://skdb.fandom.com/wiki/Majid_Salek_Mahmoudi","Death","1985"
"05/09/1914","János Rumpf","https://skdb.fandom.com/wiki/J%C3%A1nos_Rumpf","Death","1914"
"05/09/1952","Stanley Buckowski","https://skdb.fandom.com/wiki/Stanley_Buckowski","Death","1952"
"05/10/1865","Heinrich Götti","https://skdb.fandom.com/wiki/Heinrich_G%C3%B6tti","Death","1865"
"05/10/1957","Minnie Wallace Walkup","https://skdb.fandom.com/wiki/Minnie_Wallace_Walkup","Death","1957"
"05/10/1994","John Wayne Gacy","https://skdb.fandom.com/wiki/John_Wayne_Gacy","Death","1994"
"05/10/2004","Ershad Sikder","https://skdb.fandom.com/wiki/Ershad_Sikder","Death","2004"
"05/10/2006","Simon Rochford","https://skdb.fandom.com/wiki/Simon_Rochford","Death","2006"
"05/10/2009","Bernard Pesquet","https://skdb.fandom.com/wiki/Bernard_Pesquet","Death","2009"
"05/10/2021","Michel Fourniret","https://skdb.fandom.com/wiki/Michel_Fourniret","Death","2021"
"05/11/1829","Patty Cannon","https://skdb.fandom.com/wiki/Patty_Cannon","Death","1829"
"05/11/1881","Juan Díaz de Garayo","https://skdb.fandom.com/wiki/Juan_D%C3%ADaz_de_Garayo","Death","1881"
"05/11/1947","Stanislas Walezewsky","https://skdb.fandom.com/wiki/Stanislas_Walezewsky","Death","1947"
"05/11/1990","Winford Stokes","https://skdb.fandom.com/wiki/Winford_Stokes","Death","1990"
"05/11/2024","Terry Blair","https://skdb.fandom.com/wiki/Terry_Blair","Death","2024"
"05/12/1974","Tony Costa","https://skdb.fandom.com/wiki/Tony_Costa","Death","1974"
"05/12/1997","Dimitris Vakrinos","https://skdb.fandom.com/wiki/Dimitris_Vakrinos","Death","1997"
